word,weight,number_of_words
mengenyam,1,1
mengenyam,-3,1
mengerem,-2,1
mengeremus,-4,1
mengerik,-3,1
mengerikan,4,1
mengerikan,-4,1
mengerinyau,-3,1
mengerjakan,-4,1
mengerkau,-4,1
mengernai,-4,1
mengeroyok,1,1
mengeroyok,-4,1
mengerti,2,1
mengerti,-2,1
mengerubungi,1,1
mengerubungi,-3,1
mengerubuti,-4,1
mengeruh,-3,1
mengerut,-3,1
mengesahkan,2,1
mengesahkan,-3,1
mengesak,-3,1
mengesampingkan,-4,1
mengesan,-3,1
mengesankan,4,1
mengesel,-5,1
mengesup,-3,1
mengetepikan,-4,1
mengetes,-3,1
mengetuk,3,1
menggabungkan,-3,1
menggadaikan,-3,1
menggaduhkan,-4,1
menggaet,-5,1
menggagalkan,-3,1
menggalakkan,-4,1
menggalakkan memanas-manasi,-3,2
menggali ilmu,4,2
menggali-gali,-4,1
menggambari,3,1
menggampangkan,-3,1
mengganas,-4,1
mengganas bercabul,-4,2
mengganggu,4,1
mengganggu,-4,1
mengganjar,5,1
mengganjar,-3,1
mengganjari,3,1
mengganjari,-3,1
mengganjarkan,-3,1
mengganyang,1,1
mengganyang,-4,1
menggarangkan,-4,1
menggarit,-3,1
menggarong,-5,1
menggasak,-5,1
menggebos,-5,1
menggegerkan,4,1
menggegerkan,-3,1
menggelabu,-4,1
menggelabur,-5,1
menggelapkan,-4,1
menggelecik,-3,1
menggeleng,-3,1
menggelesot,1,1
menggelesot,-3,1
menggeletar,-4,1
menggeliat,-3,1
menggeligi,-4,1
menggeligis,-4,1
menggelikan,-3,1
menggelincir,1,1
menggelincir,-3,1
menggelingsir,-3,1
menggelinyau,-3,1
menggelisahi,-4,1
menggelogok,-3,1
menggelorakan,-4,1
menggelup,-4,1
menggema,-4,1
menggemari,3,1
menggemaskan,-5,1
menggemburkan melambuk,3,2
menggemparkan,4,1
menggemparkan,-2,1
menggempur,-4,1
menggemuruh,-4,1
menggentarkan,-4,1
menggeramus,-4,1
menggerebek,-3,1
menggerecoki,4,1
menggerecoki,-4,1
menggerenyam,-3,1
menggeret,-3,1
menggerinjam,-4,1
menggiatkan,-4,1
menggigih,-4,1
menggigil,-4,1
menggigis,-4,1
menggila,-4,1
menggilas,-4,1
menggirangkan melegakan,4,2
menggodai,-3,1
menggondol,-5,1
menggores,1,1
menggores,-3,1
menggoyahkan menggerakkan,-4,2
menggoyang,-3,1
menggoyangkan,-4,1
menggugat,-4,1
mengguguk,-5,1
menggulung,-4,1
mengguncangkan,-4,1
menggunting,-3,1
menggunung,-3,1
menggusari,-3,1
menghabisi,-4,1
menghabiskan,-4,1
menghadiahi,4,1
menghadiahi,-3,1
menghadiahkan,3,1
menghadiahkan,-3,1
menghajatkan,1,1
menghalai-balaikan,-4,1
menghalang,-4,1
menghambat,-3,1
menghamuni,-5,1
menghancurkan,-4,1
menghancurluluhkan,-4,1
menghanguskan,-3,1
menghantui,-4,1
menghapus,-4,1
mengharamkan,-3,1
mengharap,-3,1
menghardik,-5,1
mengharubirukan,-4,1
mengharukan,-4,1
menghasut,-4,1
menghebat,-4,1
menghebohkan,4,1
menghebohkan,-3,1
menghembalang,-3,1
menghempas,-4,1
menghempaskan,-4,1
mengheningkan,-3,1
menghentikan,-5,1
mengherankan,3,1
mengherankan,-3,1
menghidangkan,2,1
menghidu,-1,1
menghikayatkan,3,1
menghilang,-3,1
menghimpunkan,3,1
menghinakan,4,1
menghinakan,-5,1
menghinap-hinap,-3,1
menghindarkan,-4,1
menghinggapi,-3,1
menghinggut,-3,1
menghirukkan,4,1
menghirukkan,-4,1
menghirup,-3,1
menghisap,-1,1
menghitamkan,-4,1
menghubungi,1,1
menghujat,-4,1
menghukum,4,1
menghukum,-3,1
menghukumkan,-3,1
menghulu,-3,1
menghuni,-3,1
menghunjam,-4,1
mengias,-4,1
mengibai,4,1
mengidamkan,-2,1
mengikhtisarkan,-3,1
mengikuti,3,1
mengiler,3,1
mengimbangi,1,1
mengimbangi,-5,1
mengimbas,3,1
mengimbasi,3,1
mengimbuhi,3,1
mengimbuhkan,4,1
mengimla,1,1
mengingat-ingat,2,1
mengingatkan,3,1
menginginkan,4,1
mengingkari,-4,1
mengingsar,-3,1
mengingsut,-3,1
menginjak,-3,1
menginjeksi,-3,1
menginsafi,3,1
menginsinuasi,-4,1
menginterprestasikan,1,1
menginterupsi,-5,1
mengipasi,3,1
mengira-ngira,3,1
mengirap,-3,1
mengirat,2,1
mengirat,-5,1
mengirik,-3,1
mengirikan,-4,1
mengiris,-4,1
mengisbatkan,-3,1
mengisi,2,1
mengisruhkan,-4,1
mengistimewakan,-3,1
mengizinkan,3,1
mengkaji,-5,1
mengkal,-4,1
mengkhianat,-4,1
mengkhianati,-5,1
mengobarkan,-4,1
mengogah,-3,1
mengoleng,-3,1
mengoles,4,1
mengolet,-3,1
mengompori,-4,1
mengonarkan,-4,1
mengonfirmasi,-4,1
mengononkan,3,1
mengonslah,-5,1
mengonsumsi,-4,1
mengontak,1,1
mengonyok,-3,1
mengorak senyum,2,2
mengorek,-4,1
mengorek-ngorek,-4,1
mengorok,-3,1
mengorup,-5,1
mengotori,-5,1
mengotot,4,1
mengotot,-4,1
mengoyak,-4,1
mengoyak-oyak,-4,1
mengoyok,-4,1
menguar,-3,1
menguatkan,-3,1
mengubrakan,-3,1
mengubur,-3,1
menguburkan,-3,1
mengucapkan,3,1
mengucil,1,1
mengucup,2,1
mengucur,-3,1
mengudak,-4,1
menguit,-4,1
menguji,-5,1
mengukuhkan,-3,1
mengumaikan,3,1
mengumandang,-4,1
mengumbar,-3,1
mengumpat,-4,1
mengumpul,-3,1
mengumpulkan,3,1
mengumumkan,3,1
mengungkapkan,-4,1
menguntir,4,1
menguntiti,1,1
menguntungkan,4,1
menguntungkan,-4,1
mengunyah,-4,1
mengusai,-2,1
mengusap,-4,1
mengusili,4,1
mengusili,-3,1
mengusir,-4,1
mengutarakan,3,1
mengutil,-4,1
mengutuk,-5,1
menguyuh,-3,1
meni,4,1
meni,-2,1
menidurkan,-4,1
menikah,4,1
menikah,-2,1
menikam,-4,1
menikmati,-3,1
menilai,-4,1
menilap,-4,1
menimangkan,-3,1
menimang-nimang,-3,1
menimba,4,1
menimba ilmu,4,2
menimbang,-3,1
menimbang-nimbang,-3,1
menimpa,-3,1
menimpuk,-5,1
menindas,-5,1
meninggal,-4,1
meninggalkan,-4,1
meninggi,-2,1
meningkah,-5,1
meninju,-3,1
menipis,-3,1
menipu,-3,1
menir,-4,1
meniru,4,1
menista,-4,1
menistakan,4,1
menistakan,-5,1
meniti,2,1
menitis,-3,1
menjadi-jadi,1,1
menjaga,-3,1
menjahatkan,-4,1
menjahili,4,1
menjahili,-3,1
menjalani,3,1
menjalari,-3,1
menjambret,-5,1
menjamin,-5,1
menjapit,-4,1
menjarah,-4,1
menjarak,-3,1
menjaraki,-3,1
menjatuhkan,-4,1
menjauh,-3,1
menjauhkan,-4,1
menjebol,-3,1
menjeburkan,-5,1
menjejak,-4,1
menjejaki,-4,1
menjejali,1,1
menjelajah,3,1
menjelajahi,3,1
menjelang,3,1
menjelek-jelekkan,-4,1
menjelma,-3,1
menjemukan,-3,1
menjenguk,-4,1
menjepit leher,-4,2
menjeramah,-4,1
menjerit,-3,1
menjerkah,-5,1
menjijikkan,-5,1
menjilat,-3,1
menjilat-jilat,-2,1
menjiplak,-3,1
menjodohkan,-3,1
menjolok,-3,1
menjotos,-3,1
menjual,-5,1
menjunam,-4,1
menodai,-5,1
menokok,3,1
menolak,-4,1
menoleransi,-3,1
menolok,-3,1
menolong,4,1
menongkat,4,1
menongkrong,1,1
menongkrong,-4,1
menongkrongi,-3,1
menonjok,-3,1
menonjolkan,-3,1
menorehkan,1,1
mentab,2,1
mentang,-3,1
mentang-mentang,-4,1
mentok,-5,1
mentolo,-2,1
mentransformasikan,-5,1
menuba,-5,1
menubruk,-3,1
menugaskan,-1,1
menuguri,-3,1
menuju,-4,1
menukar,1,1
menukik,-4,1
menular,-4,1
menumang,-4,1
menumbuk,4,1
menumbuk,-3,1
menumpang,-3,1
menumpang tinggal,1,2
menumpang tinggal,-4,2
menumpas,-5,1
menumpuk,-3,1
menundukkan,-4,1
menung,2,1
menung,-3,1
menunggangkan,-1,1
menunggu,-3,1
menunggui,-3,1
menunggunya,-2,1
menunjang,-3,1
menunjukkan,-3,1
menuntun,3,1
menuntut,-3,1
menuntut ilmu,4,2
menunukan,-4,1
menurun,-3,1
menurunkan,-5,1
menurut,4,1
menusuk,-4,1
menusuk-nusuk,-4,1
menutup,-3,1
menutup mulut,1,2
menutup mulut,-3,2
menuturkan,3,1
menyabak,-5,1
menyabet,-5,1
menyabot,-3,1
menyabung,-3,1
menyadari,2,1
menyadau,-3,1
menyadran,-4,1
menyagang,-3,1
menyakar,-5,1
menyakatkan,-4,1
menyakiti,-5,1
menyakitkan,-4,1
menyaksikan,1,1
menyala,2,1
menyala,-2,1
menyalak,-3,1
menyalakan,-4,1
menyamakan,-3,1
menyaman,-4,1
menyambung nyawa,-3,2
menyampah,-4,1
menyampaikan,3,1
menyampingkan,-4,1
menyampuk,-3,1
menyandar,4,1
menyandingkan,-2,1
menyanggah,-4,1
menyanggupi,-5,1
menyangkak,-5,1
menyangkak hati,-4,2
menyanjung,4,1
menyanjung-sanjung,2,1
menyantak,-3,1
menyantap,-4,1
menyanyi,4,1
menyanyikan,3,1
menyapih,4,1
menyapu-nyapu,-4,1
menyatroni,-5,1
menyatu,-4,1
menyatukan,-3,1
menyawar,-5,1
menyayang,4,1
menyayangi,4,1
menyayat,-4,1
menyayat hati,-4,2
menyayung,-4,1
menyebelah,-3,1
menyebelahkan,-5,1
menyeberang,-3,1
menyeberangi,3,1
menyebut,3,1
menyediakan,2,1
menyedihkan,-4,1
menyedot,-3,1
menyegam,-4,1
menyegarkan,3,1
menyeka,-4,1
menyekar,-4,1
menyela,-5,1
menyelak,-4,1
menyelakkan,-5,1
menyelami,3,1
menyelami,-5,1
menyelang,-5,1
menyelar,-4,1
menyelekehi,-3,1
menyelentik,-4,1
menyelidiki,-5,1
menyelinap,-5,1
menyelir,-5,1
menyelubungi,-3,1
menyeluk,-3,1
menyelundupi,-3,1
menyeluruhi,-3,1
menyelusuh,-3,1
menyelusur,-3,1
menyemak,-5,1
menyemangati,-4,1
menyemangatkan,-3,1
menyembam,-4,1
menyembarangi,-5,1
menyembilu,-4,1
menyembul,1,1
menyembul,-3,1
menyembulkan,-3,1
menyembunyikan,-3,1
menyembur,1,1
menyembur,-3,1
menyemir,-5,1
menyemprot,-5,1
menyempurnakan,3,1
menyenangkan,4,1
menyenangkan,-3,1
menyengat,-4,1
menyenggak,-5,1
menyenggau,-4,1
menyeni,1,1
menyentak,-5,1
menyepelekan,4,1
menyepelekan,-4,1
menyepuk,-5,1
menyerah,-4,1
menyerahkan jiwa raga,-4,3
menyeramkan,-4,1
menyerampang,-5,1
menyerang,-3,1
menyerap,-3,1
menyerbu,-5,1
menyerempakkan,3,1
menyerempakkan,-3,1
menyerikati,3,1
menyerobot,-5,1
menyerupai,4,1
menyeruput,-3,1
menyesak,-4,1
menyesal,1,1
menyesal,-4,1
menyesali,3,1
menyesalkan,-5,1
menyesap,-3,1
menyesar,-3,1
menyeterui,-5,1
menyetor,-3,1
menyetrap,-3,1
menyetubuhi,-3,1
menyiapkan,1,1
menyiar,-4,1
menyiasat,-3,1
menyiat,-4,1
menyibuk,-2,1
menyidangkan,1,1
menyidangkan,-3,1
menyikap,1,1
menyikat,-5,1
menyiksa,-5,1
menyikut,-5,1
menyilam,-3,1
menyimpang,-4,1
menyindir,-4,1
menyinggang,-4,1
menyingkap,-4,1
menyingkapkan,-4,1
menyingkirkan,-4,1
menyingsing,3,1
menyingsing,-3,1
menyinkronkan,1,1
menyinkronkan,-3,1
menyirapkan,-4,1
menyisihkan,-2,1
menyisikan,-4,1
menyita,-5,1
menyodok,-3,1
menyodorkan,-3,1
menyogok,-5,1
menyolang,-3,1
menyolidkan,-3,1
menyolot,-4,1
menyongsong,-2,1
menyorong,-3,1
menyorongkan,-3,1
menyuap,1,1
menyuap,-3,1
menyuapi,-3,1
menyuarakan,3,1
menyuarakan,-1,1
menyukai,4,1
menyukai,-1,1
menyulam,-5,1
menyulut,-4,1
menyumpahi,-5,1
menyunat,-5,1
menyunduk,-3,1
menyundut,-3,1
menyunggit,-4,1
menyungguhkan,-3,1
menyungkit,-4,1
menyuntik,-3,1
menyunu,-2,1
menyuplai,2,1
menyurihkan percakapan,-5,2
menyurut,-3,1
menyusahkan,4,1
menyusahkan,-5,1
menyusup,-3,1
menyusuri,3,1
menyusut,-2,1
menyusutkan,1,1
meraban,-4,1
meracik,-4,1
meradang,-4,1
meragam,4,1
meragu,-4,1
meragukan,-3,1
merah,4,1
merah,-3,1
merah jambu,3,2
merah muda,3,2
merah telinga,1,2
merah telinga,-3,2
merahimi,4,1
merajalela,-4,1
merajam,-5,1
merakit,3,1
meralip,-5,1
meramalkan,3,1
meramalkan,-2,1
merambak,-3,1
merampang,-4,1
merampas,-4,1
merampok,-5,1
merampus,-5,1
merana,-4,1
merancukan,-4,1
merandu,-4,1
meranggah,-3,1
merangkak,-3,1
merangkam,-4,1
merangkul,-3,1
merangkum,-3,1
merangkup,-3,1
merangkus,-4,1
merangsang,-4,1
meranyah,-5,1
merapal,1,1
merapat,1,1
merapatkan,-3,1
merapunkan,-4,1
merasa,-2,1
merasai,1,1
merasi,-3,1
merasuk,2,1
merasuk,-3,1
merasuk hati,-3,2
merata,1,1
meraun,4,1
meraut,-3,1
merawat,-3,1
merawikan,3,1
merayah,-5,1
merayap,-3,1
merayapi,-3,1
merayau,-4,1
merdesa,-5,1
merdu,5,1
merebahkan,-3,1
merebak,-3,1
merebut,-3,1
merecok,-4,1
merecoki,4,1
merecoki,-3,1
meredam,1,1
meredam,-4,1
meredik,-5,1
meredup,-3,1
merefleksikan,-3,1
merejeng,-3,1
merekam,2,1
mereken,-3,1
merekomendasi,-3,1
merem,-2,1
meremang,-3,1
meremas-remas,3,1
merembes,-3,1
merembet,-4,1
meremehkan,4,1
meremehkan,-5,1
meremukkan,-4,1
merenangi,1,1
merencah,-4,1
merencanakan,3,1
merentak,-3,1
merentangkan,3,1
merentang-rentang,-5,1
merenung,3,1
merenungi,-3,1
merenungkan,-3,1
merenyam,-3,1
meresahkan,-4,1
merespon,3,1
meretek,-3,1
merger,3,1
meriah,3,1
meriang,-4,1
meriba,-3,1
meributkan,4,1
meributkan,-4,1
merilis,3,1
merinai,1,1
merincis,-4,1
merincukan,-4,1
merinding,-3,1
merindingkan,-4,1
meringankan,2,1
meringankan,-1,1
merinin,-3,1
merintangi,-4,1
merisak,-4,1
meriwayatkan,3,1
merobek,-4,1
merobohkan,-5,1
merogoh,-3,1
merogok,-3,1
merompak,-5,1
meronda,4,1
meronta,-3,1
merorod,-4,1
merosok,-3,1
merosot,-5,1
merua,-4,1
meruak,-4,1
merugi,-5,1
merukunkan,-3,1
merumung,-3,1
meruncing,4,1
merundung,-4,1
merunjang,-3,1
meruntuh,-4,1
meruntuhkan,-4,1
meruntun,-5,1
merunyamkan,-3,1
meruok,-5,1
merusakkan,-4,1
meruyup,-4,1
mesem,2,1
mesiu,-1,1
meski,-2,1
meskipun,-2,1
mesra,4,1
mesti,-3,1
mesum,-5,1
mesut,-4,1
metah,4,1
meteor,-4,1
metode,-5,1
mewajibkan,-2,1
mewakili,-3,1
mewalakkan,-5,1
mewarisi,3,1
mewarnai,4,1
mewek,-5,1
mewisuda,3,1
mewujud,-3,1
mewujudkan,-3,1
meyakinkan,3,1
mikat,2,1
mikir,2,1
mikir,-3,1
mikirin,-3,1
mikro,-3,1
mikroanalisis,3,1
mil,-3,1
milih,-2,1
milik,1,1
miliun,-5,1
mimpi,2,1
mimpian,2,1
mimpiin,-2,1
minat,4,1
minhaj,-4,1
minim,-3,1
minimal,-3,1
minta,2,1
minta,-3,1
minta kpd tuhan,3,3
minum,-3,1
minus,-3,1
miring,-4,1
mirip,1,1
mirip,-2,1
miris,-4,1
misbah,4,1
miskin,-5,1
miss,-4,1
mitra,2,1
mitra,-4,1
mksh,2,1
mls,-4,1
mobil,1,1
moblong,3,1
modal,2,1
modal,-3,1
modar,-5,1
model,3,1
moderator,-3,1
modern,3,1
modifikasi,2,1
modus,-3,1
moga,1,1
moga-moga,1,1
mogok,-5,1
mohon,2,1
mohon,-2,1
mohon diri,2,2
mojang,2,1
momentum,3,1
momok,-4,1
moncong,-3,1
monggo,3,1
monopoli,3,1
montok,3,1
monyet,-3,1
monyet,-5,1
mood,2,1
moral,4,1
morat-marit,-3,1
moratorium,3,1
morfin,-3,1
motel,1,1
motivasi,3,1
motivasi,-3,1
moyang,-4,1
muak,-5,1
mual,-5,1
muara,4,1
muas,5,1
muatan,-5,1
mucikari,-5,1
muda,-2,1
mudah,4,1
mudah,-1,1
mudahan,1,1
mudah-mudahan,1,1
mudarat,-5,1
mudik,-3,1
mufaham,3,1
mufakat,4,1
muflis,-4,1
muhibah,4,1
mujarab,4,1
mujarab,-1,1
muji,2,1
mujur,4,1
mukhlis,3,1
mukhlis,-2,1
mukibat,3,1
mukim,2,1
muktabar,3,1
muktamar,4,1
mula,-3,1
mulai,1,1
mules,-4,1
mullah,3,1
mulu,2,1
mulu,-1,1
mulus,4,1
mulus,-5,1
mulut,-1,1
mulut gapil,-4,2
mulut gatal,-4,2
mulut rambang,-4,2
mulut sungai,4,2
mumet,-4,1
mumi,-4,1
mumpung,2,1
mumpung,-3,1
muncikari,-5,1
muncul,1,1
muncul,-3,1
munding,-3,1
mungil,3,1
mungil,-4,1
mungkar,-4,1
mungkin,-1,1
mungkir,-5,1
mungut,-2,1
muntah,-3,1
muntahan,-4,1
muntup,-3,1
mupeng,-2,1
murah,3,1
murah,-2,1
murahan,-4,1
muram,-4,1
muram durja,-5,2
murca,-4,1
murid,3,1
muring,-5,1
murka,-4,1
murtad,-5,1
murung,-4,1
murup,-3,1
murus,-5,1
musara,3,1
musibah,-5,1
music,1,1
musik,2,1
musir,-4,1
muskil,-2,1
muslim,3,1
musnah,-5,1
mustahil,3,1
mustahil,-2,1
mustaid,3,1
mustajab,4,1
mustaka,-3,1
mustakim,4,1
musuh,-4,1
musuhan,-4,1
musyawarah,2,1
musyawarah,-3,1
mutakhir,4,1
mutlak,-3,1
mutu,3,1
mutu,-1,1
muwafakat,3,1
naas,-5,1
nabi,2,1
nabrak,-4,1
nada,2,1
naena,-2,1
nafkah,3,1
nahan,-3,1
nahas,-2,1
naik,1,1
naik darah,-4,2
naik daun,4,2
naik ke pelamin,3,3
naik ke pelaminan,3,3
naik pelamin,4,2
naik pelaminan,4,2
naik pitam,-4,2
naikkan,1,1
najis,-4,1
najisin,-4,1
nakal,-5,1
nala,-3,1
nama buruk,-5,2
nanar,-4,1
nang,-5,1
nangis,-5,1
nanti,-2,1
nanya,-1,1
naon,-2,1
napa,-2,1
nape,-3,1
napsu,-3,1
narasi,-4,1
narkotik,-3,1
narkotika,-4,1
nasabah,4,1
nasi,2,1
nasihat,-3,1
natal,1,1
natur,3,1
natural,1,1
natural,-3,1
naudzubillah,-5,1
ndak,-3,1
ndut,-4,1
neces,4,1
necis,4,1
necis,-1,1
negasi,-2,1
negosiasi,2,1
nekat,2,1
nekat,-4,1
nelangsa,-3,1
nemenin,2,1
nemu,-2,1
nenes,-2,1
neng,5,1
neng,-1,1
neraka,-5,1
nestapa,1,1
nestapa,-3,1
next,-2,1
ngaceng,-5,1
ngadepin,-2,1
ngadu,-3,1
ngajak,1,1
ngakak,-2,1
ngaku,2,1
ngaku,-3,1
ngalah,2,1
ngalah,-3,1
ngambek,-5,1
ngamen,-3,1
ngancem,-4,1
nganggur,-3,1
ngantuk,-2,1
ngarep,-2,1
ngarti,-3,1
ngasih,3,1
ngasih,-2,1
ngatain,-5,1
ngeang,-4,1
ngeden,-2,1
ngeles,-3,1
ngeluh,-4,1
ngelupain,1,1
ngelupain,-4,1
ngenes,-4,1
ngentot,-5,1
ngerasa,-2,1
ngerasain,1,1
ngerasain,-2,1
ngeri,-4,1
ngerjain,-2,1
ngerti,1,1
ngerti,-1,1
ngertiin,-3,1
ngeselin,-5,1
ngesot,-2,1
ngespam,-3,1
ngestalk,-4,1
ngetawain,-4,1
ngga,-2,1
nggak,1,1
nggak,-3,1
ngidam,-2,1
ngikutin,-2,1
ngilang,-3,1
ngiler,-3,1
ngilu,-4,1
ngobrol,1,1
ngomel,-4,1
ngomongin,-3,1
ngopi,3,1
ngotot,-4,1
ngurusin,2,1
nian,4,1
nice,4,1
nihh,-3,1
nihil,-4,1
nikah,2,1
nikah,-3,1
nikmat,3,1
nikmati,3,1
nila,2,1
nilai,5,1
ninggalin,-4,1
nira,-3,1
nirmala,4,1
nis-,-3,1
nista,-5,1
nistaan,-5,1
njir,-3,1
noda,-4,1
nol,-3,1
nomine,5,1
nona,-3,1
nongol,-2,1
normal,1,1
novel,2,1
nuftah,3,1
nujum,-4,1
numpuk,-3,1
nunggu,1,1
nungguin,1,1
nungguin,-2,1
nuri,3,1
nusuk,-3,1
nuzul,-4,1
nyakitin,-5,1
nyala,2,1
nyala,-2,1
nyalahin,-4,1
nyali,4,1
nyali,-3,1
nyali besar,3,2
nyali besar,-2,2
nyaman,4,1
nyamleng,5,1
nyampah,-4,1
nyamuk,-1,1
nyana,3,1
nyangka,-3,1
nyanyang,-5,1
nyanyi,3,1
nyanyi,-2,1
nyanyian,2,1
nyanyian,-2,1
nyari,-2,1
nyariin,-2,1
nyasar,-4,1
nyata,4,1
nyata,-2,1
nyebelin,-4,1
nyebut,-3,1
nyelekit,-4,1
nyenyak,-4,1
nyenyat,-4,1
nyenyeh,-4,1
nyerah,-3,1
nyeri,-4,1
nyesal,-4,1
nyesek,-4,1
nyesel,-5,1
nyet,-4,1
nyiksa,-4,1
nyinyir,-4,1
nyolong,-4,1
nyontek,-5,1
nyuruh,-3,1
obat,-3,1
obat bedil,-3,2
objektif,4,1
obral,-3,1
obrolan,-4,1
obsesi,1,1
obsesi,-2,1
obsolet,-5,1
ocehan,-4,1
odoh,-5,1
ogah,-3,1
ogah-ogahan,-4,1
ogel,-4,1
ok,4,1
okay,4,1
oke,2,1
okeey,2,1
oles,-4,1
olok,-4,1
olok-olok,-5,1
oma,-2,1
omong,-4,1
omong kosong,1,2
omong kosong,-4,2
omongan,-4,1
onak,-4,1
onar,-5,1
ongkang-ongkang,-4,1
ongok,-3,1
only,1,1
onyak-anyik,-4,1
oon,-5,1
open,-3,1
operasi,1,1
opium,-3,1
oportunitas,3,1
oposisi,-3,1
opp,-1,1
ora,-3,1
orak senyum,2,2
orang bunian,-4,2
orang halus,-4,2
orang islam,2,2
orang-orangan,-3,1
orbit,-4,1
orde,3,1
ordo,3,1
organisasi,3,1
orientasi,3,1
orisinal,3,1
ornamen,5,1
orok,-3,1
osteoporosis,-5,1
otak,3,1
otak,-3,1
otak ayam,-5,2
otak encer,2,2
otak telur,-5,2
otak udang,-5,2
otaknya,-2,1
otek,-4,1
otentik,3,1
otomatis,3,1
otot,-4,1
oven,-4,1
ovipositor,-3,1
ovum,4,1
oyok,-3,1
oyong,-4,1
pa,-5,1
pacak,-4,1
pacar,2,1
pacar,-3,1
pacaran,3,1
pacaran,-3,1
pacarnya,2,1
pacul,-4,1
pada,-3,1
padang luas,-3,2
padang pasir,-3,2
paduka,4,1
paduka Tuan,4,2
paganisme,-5,1
page,2,1
pagebluk,-5,1
pagi,1,1
pagi,-3,1
pagina,-2,1
pagon,3,1
pahala,2,1
pahala,-1,1
paheman,4,1
pahit,-3,1
pailit,-5,1
pait,-4,1
pajak,-3,1
pakar,-1,1
pakat,4,1
paket,4,1
paksa,-4,1
palat,-5,1
pales,-4,1
palit,-3,1
palka,-3,1
palolo,-4,1
pamer,-3,1
pameran,-3,1
pamflet,-3,1
pamit,2,1
pampat,-5,1
pamrih,1,1
panar,-3,1
panas,4,1
panas,-3,1
panas hati,-5,2
panas kuku,4,2
pancakara,-4,1
pancaran,-3,1
pancaroba,1,1
pancur,1,1
pancur,-3,1
pandai,4,1
pandai,-4,1
pandai bicara,3,2
pandang,1,1
pandemi,-5,1
pandir,-5,1
pandu,3,1
pangeran,1,1
panggil,-1,1
panggul,4,1
pangkal kerongkongan,-5,2
pangkat,5,1
pangkur,-4,1
panglima,3,1
pangsa,-3,1
pangus,5,1
panik,-4,1
panil,4,1
panitia,3,1
panjang,2,1
panjang tungkai,2,2
panjat doa,4,2
panji-panji,-3,1
panorama,3,1
pantai,1,1
pantak,-5,1
pantang,-4,1
pantar,1,1
pantas,1,1
pantas mulut,2,2
pantat,3,1
pantat,-3,1
pantat,-5,1
pantau,2,1
pantek,-5,1
pantes,1,1
pantes,-3,1
pantesan,-2,1
panti,2,1
pantulan,3,1
papak,-3,1
papakerma,-5,1
papar,-3,1
paparan,3,1
para,2,1
parade,1,1
paradigma,3,1
parah,-5,1
paralelogram,-4,1
paramarta,4,1
paranormal,-2,1
para-para,2,1
parau,-4,1
pari-,-3,1
paripurna,1,1
pariwara,-3,1
parkir,1,1
parlemen,-3,1
parlente,-4,1
parokial,-3,1
parsel,2,1
partisipasi,3,1
paruh,-3,1
parut,-3,1
pas,3,1
pasak,-4,1
pasal,-4,1
pasang,4,1
pasang hidup,4,2
pasangan hidup,4,2
pasangan hidup,-3,2
pasar uang,2,2
pasif,1,1
pasif,-3,1
pasokan,-3,1
pasrah,3,1
pasrah,-3,1
pasti,3,1
pastikan,3,1
pasuk,2,1
pasuk,-3,1
pasukan,-5,1
patah,-4,1
patah pucuk,-5,2
pataka,-3,1
patgulipat,-5,1
pati,3,1
pati,-5,1
patos,-5,1
patroli,2,1
patuh,4,1
patuk,-5,1
patung,-3,1
patut,2,1
patut,-5,1
pautan,-4,1
pawana,-4,1
paya,4,1
payu,2,1
payudara,-3,1
pdhal,-2,1
pecat,-5,1
pecun,-5,1
pedar,-4,1
pedas,-4,1
pedes,-2,1
pedih,-4,1
pedofil,-5,1
peduli,4,1
peduli,-1,1
pegah,5,1
pegal hati,-4,2
pegang,-2,1
pegari,-3,1
pegawai,3,1
pegawai negeri,-3,2
pegawai pemerintah,-3,2
pejabat,-3,1
pejajaran,-4,1
pejatian,3,1
peka,2,1
pekak,-3,1
pekerja,3,1
pekerjaan,3,1
pekik,-5,1
pekikan,-5,1
pekir,-4,1
pekuk,-3,1
pelacur,-5,1
pelajar,1,1
pelajaran,2,1
pelak,-3,1
pelakor,-5,1
pelaksanaan,-4,1
pelamin,4,1
pelaminan,4,1
pelana,-3,1
pelancar,2,1
pelanggan,4,1
pelangi,4,1
pelantikan,-3,1
pelanting,-3,1
pelarasan,3,1
pelatih,3,1
pelayan,4,1
pelayan,-2,1
pelayanan,3,1
peleburan,3,1
pelecehan,-5,1
pelecok,-3,1
pelengkap,2,1
peler,-5,1
pelerai,-3,1
peles,-1,1
pelesapan,3,1
peleset,-4,1
pelesit,-4,1
pelet,-3,1
peletan,-3,1
pelihara,3,1
pelipuran,2,1
pelir,-5,1
pelit,4,1
pelit,-5,1
pelita,4,1
pelita,-2,1
pelontar,-3,1
pelor,-3,1
pelosok,-3,1
pelosot,-3,1
peluk,-3,1
pelupuk mata,4,2
peluru,-3,1
pemaafan,5,1
pemain,-3,1
pemair,3,1
pemajangan,4,1
pemakai bahasa,-3,2
pemalak,-5,1
pemandangan,2,1
pemantapan,4,1
pemantik api,-4,2
pemarah,-4,1
pematang,-4,1
pembabil,-4,1
pembahasan,1,1
pembaiatan,-3,1
pembalut,-3,1
pembangkang,-4,1
pembantah,-4,1
pembaruan,4,1
pembarut,-3,1
pembatalan,-3,1
pembeli,2,1
pembelit,-3,1
pembendung,-3,1
